LocationNO,Country,State_Abbv,State,County,City,ZipCode
64952,United States,MI,Michigan,Wayne,HAMTRAMCK,48212
64977,United States,MI,Michigan,Houghton,HANCOCK,49930
65002,United States,MI,Michigan,Huron,HARBOR BEACH,48441
65027,United States,MI,Michigan,Wayne,HARPER WOODS,48225
65052,United States,MI,Michigan,Barry,HASTINGS,49058
65077,United States,MI,Michigan,Hillsdale,HILLSDALE,49242
65102,United States,MI,Michigan,Ottawa,HOLLAND,49423
65127,United States,MI,Michigan,Roscommon,HOUGHTON LAKE,48629
65152,United States,MI,Michigan,Montcalm,HOWARD CITY,49329
65177,United States,MI,Michigan,Oakland,HUNTINGTON WOODS,48070
65202,United States,MI,Michigan,Lapeer,IMLAY CITY,48444
65227,United States,MI,Michigan,Dickinson,IRON MOUNTAIN,49801
65252,United States,MI,Michigan,Iron,IRON RIVER,49935
65277,United States,MI,Michigan,Gogebic,IRONWOOD,49938
65302,United States,MI,Michigan,Marquette,ISHPEMING,49849
65327,United States,MI,Michigan,Jackson,JACKSON,49201
65352,United States,MI,Michigan,Jackson,JACKSON,49202
65377,United States,MI,Michigan,Ottawa,JENISON,49428
65402,United States,MI,Michigan,Kalamazoo,KALAMAZOO,49001
65427,United States,MI,Michigan,Kalamazoo,KALAMAZOO,49002
65452,United States,MI,Michigan,Kalamazoo,KALAMAZOO,49007
65477,United States,MI,Michigan,Kalamazoo,KALAMAZOO,49009
65502,United States,MI,Michigan,Kent,KENTWOOD,49512
65527,United States,MI,Michigan,Baraga,L ANSE,49946
65552,United States,MI,Michigan,Monroe,LAMBERTVILLE,48144
65577,United States,MI,Michigan,Ingham,LANSING,48906
65602,United States,MI,Michigan,Ingham,LANSING,48910
65627,United States,MI,Michigan,Ingham,LANSING,48912
65652,United States,MI,Michigan,Lapeer,LAPEER,48446
65677,United States,MI,Michigan,Oakland,LATHRUP VILLAGE,48076
65702,United States,MI,Michigan,Wayne,LINCOLN PARK,48146
65727,United States,MI,Michigan,Wayne,LIVONIA,48150
65752,United States,MI,Michigan,Wayne,LIVONIA,48152
65777,United States,MI,Michigan,Wayne,LIVONIA,48154
65802,United States,MI,Michigan,Mason,LUDINGTON,49431
65827,United States,MI,Michigan,Oakland,MADISON HEIGHTS,48071
65852,United States,MI,Michigan,Schoolcraft,MANISTIQUE,49854
65877,United States,MI,Michigan,St. Clair,MARINE CITY,48039
65902,United States,MI,Michigan,Marquette,MARQUETTE,49855
65927,United States,MI,Michigan,Calhoun,MARSHALL,49068
65952,United States,MI,Michigan,St. Clair,MARYSVILLE,48040
65977,United States,MI,Michigan,Ingham,MASON,48854
66002,United States,MI,Michigan,Midland,MIDLAND,48640
66027,United States,MI,Michigan,Oakland,MILFORD,48381
66052,United States,MI,Michigan,Monroe,MONROE,48162
66077,United States,MI,Michigan,Macomb,MOUNT CLEMENS,48043
66102,United States,MI,Michigan,Isabella,MOUNT PLEASANT,48858
66127,United States,MI,Michigan,Muskegon,MUSKEGON,49441
66152,United States,MI,Michigan,Muskegon,MUSKEGON,49442
66177,United States,MI,Michigan,Muskegon,MUSKEGON,49444
66202,United States,MI,Michigan,Muskegon,MUSKEGON,49445
66227,United States,MI,Michigan,Macomb,NEW BALTIMORE,48047
66252,United States,MI,Michigan,Newaygo,NEWAYGO,49337
66277,United States,MI,Michigan,Luce,NEWBERRY,49868
66302,United States,MI,Michigan,Monroe,NEWPORT,48166
66327,United States,MI,Michigan,Berrien,NILES,49120
66352,United States,MI,Michigan,Oakland,NOVI,48375
66377,United States,MI,Michigan,Oakland,NOVI,48377
66402,United States,MI,Michigan,Oakland,OAK PARK,48237
66427,United States,MI,Michigan,Ingham,OKEMOS,48864
66452,United States,MI,Michigan,Ontonagon,ONTONAGON,49953
66477,United States,MI,Michigan,Shiawassee,OWOSSO,48867
66502,United States,MI,Michigan,Huron,PIGEON,48755
66527,United States,MI,Michigan,Wayne,PLYMOUTH,48170
66552,United States,MI,Michigan,St. Clair,PORT HURON,48060
66577,United States,MI,Michigan,Kalamazoo,PORTAGE,49002
66602,United States,MI,Michigan,Kalamazoo,PORTAGE,49024
66627,United States,MI,Michigan,Wayne,REDFORD,48239
66652,United States,MI,Michigan,Wayne,REDFORD,48240
66677,United States,MI,Michigan,Oakland,ROCHESTER,48307
66702,United States,MI,Michigan,Oakland,ROCHESTER HILLS,48307
66727,United States,MI,Michigan,Oakland,ROCHESTER HILLS,48309
66752,United States,MI,Michigan,Kent,ROCKFORD,49341
66777,United States,MI,Michigan,Macomb,ROMEO,48065
66802,United States,MI,Michigan,Macomb,ROSEVILLE,48066
66827,United States,MI,Michigan,Oakland,ROYAL OAK,48067
66852,United States,MI,Michigan,Oakland,ROYAL OAK,48073
66877,United States,MI,Michigan,Saginaw,SAGINAW,48602
66902,United States,MI,Michigan,Saginaw,SAGINAW,48603
66927,United States,MI,Michigan,Saginaw,SAGINAW,48604
66952,United States,MI,Michigan,,SAGINAW,48638
66977,United States,MI,Michigan,Macomb,SAINT CLAIR SHORES,48080
67002,United States,MI,Michigan,Macomb,SAINT CLAIR SHORES,48081
67027,United States,MI,Michigan,Berrien,SAINT JOE,49085
67052,United States,MI,Michigan,Berrien,SAINT JOSEPH,49085
67077,United States,MI,Michigan,Washtenaw,SALINE,48176
67102,United States,MI,Michigan,Chippewa,SAULT SAINTE MARIE,49783
67127,United States,MI,Michigan,Macomb,SHELBY TOWNSHIP,48317
67152,United States,MI,Michigan,Van Buren,SOUTH HAVEN,49090
67177,United States,MI,Michigan,,SOUTHFIELD,48033
67202,United States,MI,Michigan,Oakland,SOUTHFIELD,48034
67227,United States,MI,Michigan,Oakland,SOUTHFIELD,48075
67252,United States,MI,Michigan,Oakland,SOUTHFIELD,48076
67277,United States,MI,Michigan,Wayne,SOUTHGATE,48195
67302,United States,MI,Michigan,Macomb,ST HEIGHTS,48310
67327,United States,MI,Michigan,Macomb,ST HEIGHTS,48313
67352,United States,MI,Michigan,Arenac,STANDISH,48658
67377,United States,MI,Michigan,Macomb,STERLING HEIGHTS,48310
67402,United States,MI,Michigan,Macomb,STERLING HEIGHTS,48312
67427,United States,MI,Michigan,Macomb,STERLING HEIGHTS,48313
67452,United States,MI,Michigan,Macomb,STERLING HEIGHTS,48314
67477,United States,MI,Michigan,St. Joseph,STURGIS,49091
67502,United States,MI,Michigan,Iosco,TAWAS CITY,48764
67527,United States,MI,Michigan,Wayne,TAYLOR,48180
67552,United States,MI,Michigan,St. Joseph,THREE RIVERS,49093
67577,United States,MI,Michigan,Grand Traverse,TRAVERSE CITY,49685
67602,United States,MI,Michigan,Grand Traverse,TRAVERSE CITY,49686
67627,United States,MI,Michigan,Wayne,TRENTON,48183
67652,United States,MI,Michigan,Oakland,TROY,48083
67677,United States,MI,Michigan,Oakland,TROY,48084
67702,United States,MI,Michigan,Oakland,TROY,48085
67727,United States,MI,Michigan,Oakland,TROY,48098
67752,United States,MI,Michigan,Macomb,UTICA,48317
67777,United States,MI,Michigan,Oakland,W BLOOMFIELD,48322
67802,United States,MI,Michigan,Macomb,WARREN,48088
67827,United States,MI,Michigan,Macomb,WARREN,48089
67852,United States,MI,Michigan,Macomb,WARREN,48091
67877,United States,MI,Michigan,Macomb,WARREN,48092
67902,United States,MI,Michigan,Macomb,WARREN,48093
67927,United States,MI,Michigan,Oakland,WATERFORD,48327
67952,United States,MI,Michigan,Oakland,WATERFORD,48328
67977,United States,MI,Michigan,Oakland,WEST BLOOMFIELD,48322
68002,United States,MI,Michigan,Ogemaw,WEST BRANCH,48661
68027,United States,MI,Michigan,Wayne,WESTLAND,48185
68052,United States,MI,Michigan,Newaygo,WHITE CLOUD,49349
68077,United States,MI,Michigan,Oakland,WIXOM,48393
68102,United States,MI,Michigan,Wayne,WYANDOTTE,48192
68127,United States,MI,Michigan,Kent,WYOMING,49519
68152,United States,MI,Michigan,Washtenaw,YPSILANTI,48197
68177,United States,MI,Michigan,Washtenaw,YPSILANTI,48198
88027,United States,OH,Ohio,Hardin,ADA,45810
88052,United States,OH,Ohio,Summit,AKRON,44304
88077,United States,OH,Ohio,Summit,AKRON,44305
88102,United States,OH,Ohio,Summit,AKRON,44308
88127,United States,OH,Ohio,Summit,AKRON,44310
88152,United States,OH,Ohio,Summit,AKRON,44311
88177,United States,OH,Ohio,Summit,AKRON,44313
88202,United States,OH,Ohio,Summit,AKRON,44319
88227,United States,OH,Ohio,Summit,AKRON,44320
88252,United States,OH,Ohio,Summit,AKRON,44333
88277,United States,OH,Ohio,Stark,ALLIANCE,44601
