LocationNO,Country,State_Abbv,State,County,City,ZipCode
59277,United States,MA,Massachusetts,Bristol,MANSFIELD,2048
59327,United States,MA,Massachusetts,Middlesex,MEDFORD,2155
59377,United States,MA,Massachusetts,Plymouth,MIDDLEBOROUGH,2346
59427,United States,MA,Massachusetts,Norfolk,MILTON,2186
59502,United States,MA,Massachusetts,Norfolk,NEEDHAM,2492
59527,United States,MA,Massachusetts,Norfolk,NEEDHAM,2494
59552,United States,MA,Massachusetts,Bristol,NEW BEDFORD,2745
59602,United States,MA,Massachusetts,Middlesex,NEWTON,2458
59627,United States,MA,Massachusetts,Middlesex,NEWTON,2459
59652,United States,MA,Massachusetts,Middlesex,NEWTON,2460
59677,United States,MA,Massachusetts,Middlesex,NEWTON UPPER FALLS,2464
59727,United States,MA,Massachusetts,Bristol,NORTH DARTMOUTH,2747
59802,United States,MA,Massachusetts,Plymouth,NORWELL,2061
59827,United States,MA,Massachusetts,Norfolk,NORWOOD,2062
59902,United States,MA,Massachusetts,Plymouth,PLYMOUTH,2360
59927,United States,MA,Massachusetts,Norfolk,QUINCY,2169
59952,United States,MA,Massachusetts,Norfolk,RANDOLPH,2368
59977,United States,MA,Massachusetts,Suffolk,REVERE,2151
60002,United States,MA,Massachusetts,Plymouth,ROCKLAND,2370
60027,United States,MA,Massachusetts,Suffolk,ROXBURY,2119
60077,United States,MA,Massachusetts,Barnstable,SANDWICH,2563
60177,United States,MA,Massachusetts,Middlesex,SOMERVILLE,2144
60202,United States,MA,Massachusetts,Middlesex,SOMERVILLE,2145
60402,United States,MA,Massachusetts,Middlesex,STONEHAM,2180
60427,United States,MA,Massachusetts,Norfolk,STOUGHTON,2072
60477,United States,MA,Massachusetts,Bristol,SWANSEA,2777
60502,United States,MA,Massachusetts,Bristol,TAUNTON,2780
60577,United States,MA,Massachusetts,Plymouth,W BRIDGEWATER,2379
60652,United States,MA,Massachusetts,Norfolk,WALPOLE,2081
60677,United States,MA,Massachusetts,Middlesex,WALTHAM,2451
60702,United States,MA,Massachusetts,Middlesex,WATERTOWN,2472
60902,United States,MA,Massachusetts,Norfolk,WESTWOOD,2090
60952,United States,MA,Massachusetts,Suffolk,WINTHROP,2152
61202,United States,MD,Maryland,Baltimore,BALTIMORE,21208
61227,United States,MD,Maryland,Baltimore (city),BALTIMORE,21212
61252,United States,MD,Maryland,Baltimore (city),BALTIMORE,21215
61277,United States,MD,Maryland,Baltimore (city),BALTIMORE,21218
61302,United States,MD,Maryland,Baltimore,BALTIMORE,21220
61327,United States,MD,Maryland,Baltimore (city),BALTIMORE,21224
61352,United States,MD,Maryland,Baltimore,BALTIMORE,21227
61377,United States,MD,Maryland,Baltimore,BALTIMORE,21228
61402,United States,MD,Maryland,Baltimore (city),BALTIMORE,21229
61427,United States,MD,Maryland,Baltimore,BALTIMORE,21234
61452,United States,MD,Maryland,Baltimore,BALTIMORE,21236
61477,United States,MD,Maryland,Baltimore,BALTIMORE,21244
61502,United States,MD,Maryland,Prince George's,CALVERTON,20705
61527,United States,MD,Maryland,Kent,CHESTERTOWN,21620
61552,United States,MD,Maryland,Howard,COLUMBIA,21046
61577,United States,MD,Maryland,Allegany,CUMBERLAND,21502
61602,United States,MD,Maryland,Talbot,EASTON,21601
61627,United States,MD,Maryland,Cecil,ELKTON,21921
61652,United States,MD,Maryland,Harford,FOREST HILL,21050
61677,United States,MD,Maryland,Prince George's,FORT WASHINGTON,20744
61702,United States,MD,Maryland,Frederick,FREDERICK,21701
61727,United States,MD,Maryland,Frederick,FREDERICK,21702
61752,United States,MD,Maryland,Montgomery,GAITHERSBURG,20877
61777,United States,MD,Maryland,Montgomery,GAITHERSBURG,20879
61802,United States,MD,Maryland,Anne Arundel,GLEN BURNIE,21061
61827,United States,MD,Maryland,Washington,HAGERSTOWN,21740
61852,United States,MD,Maryland,Charles,HUGHESVILLE,20637
61877,United States,MD,Maryland,Montgomery,KENSINGTON,20895
61902,United States,MD,Maryland,Prince George's,LANHAM,20706
61927,United States,MD,Maryland,Prince George's,LARGO,20774
61952,United States,MD,Maryland,Garrett,OAKLAND,21550
61977,United States,MD,Maryland,Baltimore,OWINGS MILLS,21117
62002,United States,MD,Maryland,Montgomery,ROCKVILLE,20850
62027,United States,MD,Maryland,Montgomery,ROCKVILLE,20852
62052,United States,MD,Maryland,Baltimore,ROSEDALE,21237
62077,United States,MD,Maryland,Wicomico,SALISBURY,21804
62102,United States,MD,Maryland,Montgomery,SILVER SPRING,20904
62127,United States,MD,Maryland,Baltimore,TIMONIUM,21093
62152,United States,MD,Maryland,Baltimore,TOWSON,21286
62177,United States,MD,Maryland,Prince George's,UPPER MARLBORO,20774
62202,United States,MD,Maryland,Carroll,WESTMINSTER,21157
76502,United States,NC,North Carolina,Hertford,AHOSKIE,27910
76527,United States,NC,North Carolina,Stanly,ALBEMARLE,28001
76552,United States,NC,North Carolina,Randolph,ASHEBORO,27203
76577,United States,NC,North Carolina,Randolph,ASHEBORO,27204
76602,United States,NC,North Carolina,Buncombe,ASHEVILLE,28801
76627,United States,NC,North Carolina,Buncombe,ASHEVILLE,28803
76652,United States,NC,North Carolina,Watauga,BOONE,28607
76677,United States,NC,North Carolina,Transylvania,BREVARD,28712
76702,United States,NC,North Carolina,Alamance,BURLINGTON,27215
76727,United States,NC,North Carolina,Camden,CAMDEN,27921
76752,United States,NC,North Carolina,Wake,CARY,27511
76777,United States,NC,North Carolina,Orange,CHAPEL HILL,27514
76802,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28204
76827,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28209
76852,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28211
76877,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28216
76902,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28226
76927,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28262
76952,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28269
76977,United States,NC,North Carolina,Mecklenburg,CHARLOTTE,28273
77002,United States,NC,North Carolina,Swain,CHEROKEE,28719
77027,United States,NC,North Carolina,Sampson,CLINTON,28328
77052,United States,NC,North Carolina,Haywood,CLYDE,28721
77077,United States,NC,North Carolina,Cabarrus,CONCORD,28025
77102,United States,NC,North Carolina,Cabarrus,CONCORD,28027
77127,United States,NC,North Carolina,Currituck,CURRITUCK,27929
77152,United States,NC,North Carolina,Stokes,DANBURY,27016
77177,United States,NC,North Carolina,Harnett,DUNN,28334
77202,United States,NC,North Carolina,Durham,DURHAM,27703
77227,United States,NC,North Carolina,Durham,DURHAM,27704
77252,United States,NC,North Carolina,Durham,DURHAM,27705
77277,United States,NC,North Carolina,Durham,DURHAM,27713
77302,United States,NC,North Carolina,Chowan,EDENTON,27932
77327,United States,NC,North Carolina,Pasquotank,ELIZABETH CITY,27909
77352,United States,NC,North Carolina,Bladen,ELIZABETHTOWN,28337
77377,United States,NC,North Carolina,Cumberland,FAYETTEVILLE,28303
77402,United States,NC,North Carolina,Cumberland,FAYETTEVILLE,28304
77427,United States,NC,North Carolina,Henderson,FLETCHER,28732
77452,United States,NC,North Carolina,Rutherford,FOREST CITY,28043
77477,United States,NC,North Carolina,Macon,FRANKLIN,28734
77502,United States,NC,North Carolina,Wake,GARNER,27529
77527,United States,NC,North Carolina,Gaston,GASTONIA,28054
77552,United States,NC,North Carolina,Wayne,GOLDSBORO,27534
77577,United States,NC,North Carolina,Guilford,GREENSBORO,27405
77602,United States,NC,North Carolina,Guilford,GREENSBORO,27407
77627,United States,NC,North Carolina,Guilford,GREENSBORO,27408
77652,United States,NC,North Carolina,Guilford,GREENSBORO,27409
77677,United States,NC,North Carolina,Pitt,GREENVILLE,27835
77702,United States,NC,North Carolina,Pitt,GREENVILLE,27858
77727,United States,NC,North Carolina,Clay,HAYESVILLE,28904
77752,United States,NC,North Carolina,Vance,HENDERSON,27536
77777,United States,NC,North Carolina,Henderson,HENDERSONVILLE,28739
77802,United States,NC,North Carolina,Perquimans,HERTFORD,27944
77827,United States,NC,North Carolina,Catawba,HICKORY,28602
77852,United States,NC,North Carolina,Guilford,HIGH POINT,27265
77877,United States,NC,North Carolina,Northampton,JACKSON,27845
77902,United States,NC,North Carolina,Onslow,JACKSONVILLE,28546
77927,United States,NC,North Carolina,Yadkin,JONESVILLE,28642
77952,United States,NC,North Carolina,Cabarrus,KANNAPOLIS,28083
77977,United States,NC,North Carolina,Duplin,KENANSVILLE,28349
78002,United States,NC,North Carolina,Forsyth,KERNERSVILLE,27284
78027,United States,NC,North Carolina,Stokes,KING,27021
78052,United States,NC,North Carolina,Lenoir,KINSTON,28501
78077,United States,NC,North Carolina,Scotland,LAURINBURG,28352
78102,United States,NC,North Carolina,Brunswick,LELAND,28451
78127,United States,NC,North Carolina,Caldwell,LENOIR,28645
78152,United States,NC,North Carolina,Davidson,LEXINGTON,27292
78177,United States,NC,North Carolina,Davidson,LEXINGTON,27295
78202,United States,NC,North Carolina,Harnett,LILLINGTON,27546
78227,United States,NC,North Carolina,Lincoln,LINCOLNTON,28092
78252,United States,NC,North Carolina,Franklin,LOUISBURG,27549
78277,United States,NC,North Carolina,Robeson,LUMBERTON,28358
78302,United States,NC,North Carolina,Dare,MANTEO,27954
78327,United States,NC,North Carolina,McDowell,MARION,28752
78352,United States,NC,North Carolina,Madison,MARSHALL,28753
78377,United States,NC,North Carolina,Robeson,MAXTON,28364
78402,United States,NC,North Carolina,Davie,MOCKSVILLE,27028
78427,United States,NC,North Carolina,Union,MONROE,28112
78452,United States,NC,North Carolina,Iredell,MOORESVILLE,28117
78477,United States,NC,North Carolina,Carteret,MOREHEAD CITY,28557
78502,United States,NC,North Carolina,Surry,MOUNT AIRY,27030
78527,United States,NC,North Carolina,Cherokee,MURPHY,28906
78552,United States,NC,North Carolina,Craven,NEW BERN,28560
78577,United States,NC,North Carolina,Craven,NEW BERN,28562
78602,United States,NC,North Carolina,Avery,NEWLAND,28657
78627,United States,NC,North Carolina,Robeson,PEMBROKE,28372
78652,United States,NC,North Carolina,Surry,PILOT MOUNTAIN,27041
78677,United States,NC,North Carolina,Lenoir,PINK HILL,28572
78702,United States,NC,North Carolina,Washington,PLYMOUTH,27962
78727,United States,NC,North Carolina,Jones,POLLOCKSVILLE,28573
78752,United States,NC,North Carolina,Wake,RALEIGH,27604
78777,United States,NC,North Carolina,Wake,RALEIGH,27607
78802,United States,NC,North Carolina,Wake,RALEIGH,27608
78827,United States,NC,North Carolina,Wake,RALEIGH,27609
78852,United States,NC,North Carolina,Wake,RALEIGH,27612
78877,United States,NC,North Carolina,Wake,RALEIGH,27615
78902,United States,NC,North Carolina,Wake,RALEIGH,27616
78927,United States,NC,North Carolina,Rockingham,REIDSVILLE,27320
78952,United States,NC,North Carolina,Halifax,ROANOKE RAPIDS,27870
78977,United States,NC,North Carolina,Richmond,ROCKINGHAM,28379
79002,United States,NC,North Carolina,Nash,ROCKY MOUNT,27804
79027,United States,NC,North Carolina,Pender,ROCKY POINT,28457
79052,United States,NC,North Carolina,Person,ROXBORO,27573
79077,United States,NC,North Carolina,Rowan,SALISBURY,28144
79102,United States,NC,North Carolina,Rowan,SALISBURY,28147
79127,United States,NC,North Carolina,Cleveland,SHELBY,28150
79152,United States,NC,North Carolina,Chatham,SILER CITY,27344
79177,United States,NC,North Carolina,Johnston,SMITHFIELD,27577
79202,United States,NC,North Carolina,Greene,SNOW HILL,28580
79227,United States,NC,North Carolina,Moore,SOUTHERN PINES,28387
79252,United States,NC,North Carolina,Iredell,STATESVILLE,28625
79277,United States,NC,North Carolina,Brunswick,SUPPLY,28462
79302,United States,NC,North Carolina,Hyde,SWANQUARTER,27885
79327,United States,NC,North Carolina,Jackson,SYLVA,28779
79352,United States,NC,North Carolina,Edgecombe,TARBORO,27886
79377,United States,NC,North Carolina,Alexander,TAYLORSVILLE,28681
79402,United States,NC,North Carolina,Davidson,THOMASVILLE,27360
79427,United States,NC,North Carolina,Montgomery,TROY,27371
79452,United States,NC,North Carolina,Burke,VALDESE,28690
79477,United States,NC,North Carolina,Anson,WADESBORO,28170
79502,United States,NC,North Carolina,Warren,WARRENTON,27589
79527,United States,NC,North Carolina,Beaufort,WASHINGTON,27889
79552,United States,NC,North Carolina,Moore,WEST END,27376
79577,United States,NC,North Carolina,Columbus,WHITEVILLE,28472
79602,United States,NC,North Carolina,Wilkes,WILKESBORO,28697
79627,United States,NC,North Carolina,New Hanover,WILMINGTON,28403
79652,United States,NC,North Carolina,New Hanover,WILMINGTON,28412
79677,United States,NC,North Carolina,Wilson,WILSON,27893
79702,United States,NC,North Carolina,Bertie,WINDSOR,27983
79727,United States,NC,North Carolina,Forsyth,WINSTON SALEM,27103
79752,United States,NC,North Carolina,Forsyth,WINSTON-SALEM,27103
79777,United States,NC,North Carolina,Forsyth,WINSTON-SALEM,27106
79802,United States,NC,North Carolina,Caswell,YANCEYVILLE,27379
79827,United States,NC,North Carolina,Franklin,YOUNGSVILLE,27596
106702,United States,RI,Rhode Island,Providence,CRANSTON,2905
106727,United States,RI,Rhode Island,Providence,CRANSTON,2910
106752,United States,RI,Rhode Island,Providence,CRANSTON,2920
106777,United States,RI,Rhode Island,Providence,CRANSTON,2921
106802,United States,RI,Rhode Island,Newport,JAMESTOWN,2835
106827,United States,RI,Rhode Island,Providence,LINCOLN,2865
106852,United States,RI,Rhode Island,Washington,NARRAGANSETT,2882
106877,United States,RI,Rhode Island,Providence,PAWTUCKET,2860
106902,United States,RI,Rhode Island,Newport,PORTSMOUTH,2871
106927,United States,RI,Rhode Island,Providence,PROVIDENCE,2903
106952,United States,RI,Rhode Island,Providence,PROVIDENCE,2904
106977,United States,RI,Rhode Island,Providence,PROVIDENCE,2907
107002,United States,RI,Rhode Island,Providence,PROVIDENCE,2908
107027,United States,RI,Rhode Island,Providence,RIVERSIDE,2915
107052,United States,RI,Rhode Island,Kent,WARWICK,2886
107077,United States,RI,Rhode Island,Washington,WYOMING,2898
107102,United States,SC,South Carolina,Abbeville,ABBEVILLE,29620
107127,United States,SC,South Carolina,Aiken,AIKEN,29801
107152,United States,SC,South Carolina,Aiken,AIKEN,29803
107177,United States,SC,South Carolina,Anderson,ANDERSON,29621
107202,United States,SC,South Carolina,Anderson,ANDERSON,29622
107227,United States,SC,South Carolina,Bamberg,BAMBERG,29003
107252,United States,SC,South Carolina,Beaufort,BEAUFORT,29902
107277,United States,SC,South Carolina,Marlboro,BENNETTSVILLE,29512
107302,United States,SC,South Carolina,Beaufort,BLUFFTON,29910
107327,United States,SC,South Carolina,Kershaw,CAMDEN,29020
107352,United States,SC,South Carolina,Charleston,CHARLESTON,29403
107377,United States,SC,South Carolina,Charleston,CHARLESTON,29407
107402,United States,SC,South Carolina,Charleston,CHARLESTON,29412
107427,United States,SC,South Carolina,Charleston,CHARLESTON,29414
107452,United States,SC,South Carolina,Chesterfield,CHERAW,29520
107477,United States,SC,South Carolina,Chester,CHESTER,29706
107502,United States,SC,South Carolina,Laurens,CLINTON,29325
107527,United States,SC,South Carolina,Richland,COLUMBIA,29201
107552,United States,SC,South Carolina,Richland,COLUMBIA,29202
107577,United States,SC,South Carolina,Richland,COLUMBIA,29210
107602,United States,SC,South Carolina,Horry,CONWAY,29526
107627,United States,SC,South Carolina,Florence,FLORENCE,29501
107652,United States,SC,South Carolina,Florence,FLORENCE,29502
107677,United States,SC,South Carolina,Cherokee,GAFFNEY,29341
107702,United States,SC,South Carolina,Georgetown,GEORGETOWN,29440
107727,United States,SC,South Carolina,Greenville,GREENVILLE,29605
107752,United States,SC,South Carolina,Greenville,GREENVILLE,29615
107777,United States,SC,South Carolina,Greenwood,GREENWOOD,29646
107802,United States,SC,South Carolina,Jasper,HARDEEVILLE,29927
107827,United States,SC,South Carolina,Richland,IRMO,29063
107852,United States,SC,South Carolina,Charleston,JOHNS ISLAND,29455
107877,United States,SC,South Carolina,Williamsburg,KINGSTREE,29556
107902,United States,SC,South Carolina,Lancaster,LANCASTER,29720
107927,United States,SC,South Carolina,Lexington,LEXINGTON,29072
107952,United States,SC,South Carolina,Clarendon,MANNING,29102
107977,United States,SC,South Carolina,Georgetown,MURRELLS INLET,29576
108002,United States,SC,South Carolina,Horry,MYRTLE BEACH,29577
108027,United States,SC,South Carolina,Charleston,N CHARLESTON,29406
108052,United States,SC,South Carolina,Newberry,NEWBERRY,29108
108077,United States,SC,South Carolina,Aiken,NORTH AUGUSTA,29841
108102,United States,SC,South Carolina,Charleston,NORTH CHARLESTON,29406
108127,United States,SC,South Carolina,,OKATIE,29909
108152,United States,SC,South Carolina,Orangeburg,ORANGEBURG,29118
108177,United States,SC,South Carolina,York,ROCK HILL,29732
108202,United States,SC,South Carolina,Oconee,SENECA,29672
108227,United States,SC,South Carolina,Spartanburg,SPARTANBURG,29302
108252,United States,SC,South Carolina,Dorchester,SUMMERVILLE,29485
108277,United States,SC,South Carolina,Sumter,SUMTER,29154
108302,United States,SC,South Carolina,Colleton,WALTERBORO,29488
108327,United States,SC,South Carolina,Lexington,WEST COLUMBIA,29169
108352,United States,SC,South Carolina,Fairfield,WINNSBORO,29180
128752,United States,VA,Virginia,Washington,ABINGDON,24210
128777,United States,VA,Virginia,Washington,ABINGDON,24212
128802,United States,VA,Virginia,Alexandria (city),ALEXANDRIA,22302
128827,United States,VA,Virginia,Alexandria (city),ALEXANDRIA,22304
128852,United States,VA,Virginia,Fairfax,ALEXANDRIA,22306
128877,United States,VA,Virginia,Fairfax,ALEXANDRIA,22310
128902,United States,VA,Virginia,Fairfax,ALEXANDRIA,22312
128927,United States,VA,Virginia,Alexandria (city),ALEXANDRIA,22314
128952,United States,VA,Virginia,Fairfax,ALEXANDRIA,22315
128977,United States,VA,Virginia,Fairfax,ANNANDALE,22003
129002,United States,VA,Virginia,Loudoun,ASHBURN,20147
129027,United States,VA,Virginia,Hanover,ASHLAND,23005
129052,United States,VA,Virginia,Montgomery,BLACKSBURG,24060
129077,United States,VA,Virginia,Chesterfield,BON AIR,23235
129102,United States,VA,Virginia,Bristol (city),BRISTOL,24201
129127,United States,VA,Virginia,Fairfax,BURKE,22015
129152,United States,VA,Virginia,Carroll,CANA,24317
129177,United States,VA,Virginia,Tazewell,CEDAR BLUFF,24609
129202,United States,VA,Virginia,Fairfax,CHANTILLY,20151
129227,United States,VA,Virginia,Albemarle,CHARLOTTESVILLE,22901
129252,United States,VA,Virginia,Charlottesville (city),CHARLOTTESVILLE,22903
129277,United States,VA,Virginia,Albemarle,CHARLOTTESVILLE,22911
129302,United States,VA,Virginia,Chesapeake (city),CHESAPEAKE,23320
129327,United States,VA,Virginia,Chesterfield,CHESTER,23831
129352,United States,VA,Virginia,Chesterfield,CHESTERFIELD,23832
129377,United States,VA,Virginia,Montgomery,CHRISTIANSBURG,24073
129402,United States,VA,Virginia,Dickenson,CLINTWOOD,24228
129427,United States,VA,Virginia,Henry,COLLINSVILLE,24078
129452,United States,VA,Virginia,Colonial Heights (city,COLONIAL HEIGHTS,23834
129477,United States,VA,Virginia,Danville (city),DANVILLE,24540
129502,United States,VA,Virginia,Danville (city),DANVILLE,24541
129527,United States,VA,Virginia,Scott,DUFFIELD,24244
129552,United States,VA,Virginia,Emporia (city),EMPORIA,23847
129577,United States,VA,Virginia,Fredericksburg (city),ENON,22401
129602,United States,VA,Virginia,Fairfax (city),FAIRFAX,22030
129627,United States,VA,Virginia,Fairfax (city),FAIRFAX,22031
129652,United States,VA,Virginia,Fairfax,FAIRFAX,22032
129677,United States,VA,Virginia,Fairfax,FALLS CHURCH,22041
129702,United States,VA,Virginia,Fairfax,FALLS CHURCH,22042
129727,United States,VA,Virginia,Fairfax,FALLS CHURCH,22043
129752,United States,VA,Virginia,Fairfax,FALLS CHURCH,22044
129777,United States,VA,Virginia,Falls Church (city),FALLS CHURCH,22046
129802,United States,VA,Virginia,Prince Edward,FARMVILLE,23901
129827,United States,VA,Virginia,Augusta,FISHERSVILLE,22939
129852,United States,VA,Virginia,Franklin (city),FRANKLIN,23851
129877,United States,VA,Virginia,Fredericksburg (city),FREDERICKSBURG,22401
129902,United States,VA,Virginia,Fredericksburg (city),FREDERICKSBURG,22404
129927,United States,VA,Virginia,Stafford,FREDERICKSBURG,22405
129952,United States,VA,Virginia,Spotsylvania,FREDERICKSBURG,22407
129977,United States,VA,Virginia,Spotsylvania,FREDERICKSBURG,22408
130002,United States,VA,Virginia,Prince William,GAINESVILLE,20155
130027,United States,VA,Virginia,Galax (city),GALAX,24333
130052,United States,VA,Virginia,Henrico,GLEN ALLEN,23060
130077,United States,VA,Virginia,Buchanan,GRUNDY,24614
130102,United States,VA,Virginia,Hampton (city),HAMPTON,23666
130127,United States,VA,Virginia,Harrisonburg (city),HARRISONBURG,22801
130152,United States,VA,Virginia,Fairfax,HERNDON,20170
130177,United States,VA,Virginia,Grayson,INDEPENDENCE,24348
130202,United States,VA,Virginia,Loudoun,LANSDOWNE,20176
130227,United States,VA,Virginia,Russell,LEBANON,24266
130252,United States,VA,Virginia,Loudoun,LEESBURG,20176
130277,United States,VA,Virginia,Alleghany,LOW MOOR,24457
130302,United States,VA,Virginia,Lynchburg (city),LYNCHBURG,24501
130327,United States,VA,Virginia,Lynchburg (city),LYNCHBURG,24502
130352,United States,VA,Virginia,Lynchburg (city),LYNCHBURG,24503
130377,United States,VA,Virginia,Fairfax,MACLEAN,22101
130402,United States,VA,Virginia,Manassas (city),MANASSAS,20109
130427,United States,VA,Virginia,Manassas (city),MANASSAS,20110
130452,United States,VA,Virginia,Smyth,MARION,24354
130477,United States,VA,Virginia,Martinsville (city),MARTINSVILLE,24115
130502,United States,VA,Virginia,Fairfax,MCLEAN,22102
130527,United States,VA,Virginia,Hanover,MECHANICSVILLE,23111
130552,United States,VA,Virginia,Chesterfield,MIDLOTHIAN,23112
130577,United States,VA,Virginia,Buckingham,NEW CANTON,23123
130602,United States,VA,Virginia,Newport News (city),NEWPORT NEWS,23601
130627,United States,VA,Virginia,Newport News (city),NEWPORT NEWS,23603
130652,United States,VA,Virginia,Newport News (city),NEWPORT NEWS,23606
130677,United States,VA,Virginia,Norfolk (city),NORFOLK,23502
130702,United States,VA,Virginia,Norfolk (city),NORFOLK,23510
130727,United States,VA,Virginia,Norfolk (city),NORFOLK,23513
130752,United States,VA,Virginia,Norton (city),NORTON,24273
130777,United States,VA,Virginia,Accomack,ONLEY,23418
130802,United States,VA,Virginia,Petersburg (city),PETERSBURG,23805
130827,United States,VA,Virginia,Portsmouth (city),PORTSMOUTH,23704
130852,United States,VA,Virginia,Portsmouth (city),PORTSMOUTH,23707
130877,United States,VA,Virginia,Wise,POUND,24279
130902,United States,VA,Virginia,Tazewell,POUNDING MILL,24637
130927,United States,VA,Virginia,Pulaski,PULASKI,24301
130952,United States,VA,Virginia,Radford (city),RADFORD,24141
130977,United States,VA,Virginia,Fairfax,RESTON,20191
131002,United States,VA,Virginia,Tazewell,RICHLANDS,24641
131027,United States,VA,Virginia,Richmond (city),RICHMOND,23224
131052,United States,VA,Virginia,Richmond (city),RICHMOND,23225
131077,United States,VA,Virginia,Henrico,RICHMOND,23226
131102,United States,VA,Virginia,Henrico,RICHMOND,23227
131127,United States,VA,Virginia,Henrico,RICHMOND,23229
131152,United States,VA,Virginia,Henrico,RICHMOND,23230
131177,United States,VA,Virginia,Chesterfield,RICHMOND,23235
131202,United States,VA,Virginia,Chesterfield,RICHMOND,23236
131227,United States,VA,Virginia,Henrico,RICHMOND,23294
131252,United States,VA,Virginia,Roanoke (city),ROANOKE,24012
131277,United States,VA,Virginia,Roanoke (city),ROANOKE,24016
131302,United States,VA,Virginia,Roanoke,ROANOKE,24018
131327,United States,VA,Virginia,Botetourt,ROANOKE,24019
131352,United States,VA,Virginia,Franklin,ROCKY MOUNT,24151
131377,United States,VA,Virginia,Wythe,RURAL RETREAT,24368
131402,United States,VA,Virginia,Salem (city),SALEM,24153
131427,United States,VA,Virginia,Halifax,SOUTH BOSTON,24592
131452,United States,VA,Virginia,Mecklenburg,SOUTH HILL,23970
131477,United States,VA,Virginia,Fairfax,SPRINGFIELD,22150
131502,United States,VA,Virginia,Fairfax,SPRINGFIELD,22151
131527,United States,VA,Virginia,Staunton (city),STAUNTON,24401
131552,United States,VA,Virginia,Loudoun,STERLING,20164
131577,United States,VA,Virginia,Loudoun,STERLING,20166
131602,United States,VA,Virginia,Suffolk (city),SUFFOLK,23434
131627,United States,VA,Virginia,Essex,TAPPAHANNOCK,22560
131652,United States,VA,Virginia,Tazewell,TAZEWELL,24651
131677,United States,VA,Virginia,Augusta,VERONA,24482
131702,United States,VA,Virginia,Fairfax,VIENNA,22182
131727,United States,VA,Virginia,Virginia Beach (city),VIRGINIA BEACH,23451
131752,United States,VA,Virginia,Virginia Beach (city),VIRGINIA BEACH,23452
